id,Date ,customer_name,email,product name,Location _ CITY , Total Buying  , Sttore_ Revenue  , store_ profit  ,Medium_ Buying ,payment MOde 
984,1/24/2024,Abagail,ademangelrb@histats.com,Drinks & Juices,Pune," ? 6,007.00 "," ? 478,103.00 "," ? 42,030.00 ",Online,Card
985,3/3/2024,Allister,amatushenkorc@netvibes.com,Paneer & Tofu Batter & Chutney,Rajkot," ? 7,228.00 "," ? 934,420.00 "," ? 35,158.00 ",Offline,G-pay
986,10/6/2024,Stearne,samorinerd@wisc.edu,Chips & Namkeens,Ahemdabad," ? 8,671.00 "," ? 140,614.00 "," ? 80,368.00 ",Online,Card
987,8/14/2024,Kaye,ktroupre@springer.com,Chips & Namkeens,Hyderabad," ? 8,263.00 "," ? 398,555.00 "," ? 19,111.00 ",Online,G-pay
988,9/5/2024,Jesus,jbauckhamrf@uiuc.edu,Biscuits,Delhi," ? 8,702.00 "," ? 737,894.00 "," ? 53,924.00 ",Offline,COD
989,8/20/2024,Sigrid,sbertotrg@howstuffworks.com,Fresh Fruits,Mumbai," ? 5,319.00 "," ? 676,382.00 "," ? 62,366.00 ",Online,COD
990,8/20/2024,Sauveur,sluckesrh@technorati.com,Chips & Namkeens,Ahemdabad," ? 5,426.00 "," ? 362,342.00 "," ? 39,409.00 ",Online,paytm
991,1/28/2024,Becky,bperseyri@virginia.edu,Chocolates & Candies,," ? 7,024.00 "," ? 506,038.00 "," ? 35,335.00 ",Online,G-pay
992,3/15/2024,Kalil,kmacclintonrj@barnesandnoble.com,Chips & Namkeens,Kolkata," ? 7,380.00 "," ? 404,342.00 "," ? 73,074.00 ",Offline,COD
993,4/10/2024,Maximilianus,mkeelingerk@mac.com,Fresh Fruits,Pune," ? 9,582.00 "," ? 719,492.00 "," ? 72,913.00 ",Offline,G-pay
994,5/22/2024,Edeline,etomensonrl@japanpost.jp,Fresh Fruits,Hyderabad," ? 6,508.00 "," ? 630,455.00 "," ? 63,324.00 ",Offline,COD
995,8/23/2024,Riccardo,rpardierm@alibaba.com,Basic Vegetables Roots,Hyderabad," ? 9,342.00 "," ? 939,694.00 "," ? 93,435.00 ",Offline,Card
996,10/5/2024,Berkly,btankinrn@sakura.ne.jp,Milk & Milk Products Cheese,Pune," ? 9,065.00 "," ? 763,007.00 "," ? 38,992.00 ",Offline,paytm
997,8/26/2024,Diane-marie,dgeardro@ihg.com,Basic Vegetables Roots,Hyderabad," ? 9,098.00 "," ? 534,297.00 "," ? 13,765.00 ",Offline,paytm
998,11/16/2024,Nonie,nyouteadrp@issuu.com,Paneer & Tofu Batter & Chutney,Banglore," ? 6,000.00 "," ? 611,924.00 "," ? 75,005.00 ",Online,G-pay
999,10/19/2024,Claybourne,cgiorgiorq@exblog.jp,Noodles,Hyderabad," ? 8,132.00 "," ? 771,718.00 "," ? 22,831.00 ",Online,COD
1000,3/7/2024,Jerad,jmerwederr@linkedin.com,Herbs & Others Premium Fruits & Vegetables,Banglore," ? 5,532.00 "," ? 330,912.00 "," ? 56,526.00 ",Offline,Card
